"Var1"	"n"
"1"	"A"	0.32258064516129
"2"	"B"	0.032258064516129
"3"	"C"	0.032258064516129
"4"	"D"	0.032258064516129
"5"	"E"	0.161290322580645
"6"	"F"	0.032258064516129
"7"	"G"	0.290322580645161
"8"	"H"	0.0645161290322581
"9"	"K"	0.032258064516129
