"Var1"	"n"
"1"	"A"	0.258064516129032
"2"	"B"	0.0967741935483871
"3"	"C"	0.0967741935483871
"4"	"D"	0.161290322580645
"5"	"E"	0.161290322580645
"6"	"F"	0.161290322580645
"7"	"G"	0.032258064516129
"8"	"H"	0.032258064516129
